city,idx,name,img,w,h,ratio,bytes,page,credit,reason
denpasar,1,Puputan Badung Square,images/landmarks/denpasar-puputan-badung-square.webp,720,1600,0.45,107774,https://commons.wikimedia.org/wiki/File:Monumen_Puputan_Badung.jpg,,low-res+extreme-portrait
hua-hin,2,Wat Huay Mongkol,images/landmarks/hua-hin-wat-huay-mongkol.webp,640,1386,0.462,100698,https://commons.wikimedia.org/wiki/File:Wat_Huay_Mongkol_Giant_statue_of_famous_monk.jpg,,low-res+extreme-portrait
pattaya-chonburi,7,Art in Paradise Pattaya,images/landmarks/pattaya-chonburi-art-in-paradise-pattaya.webp,754,1600,0.471,69896,"https://commons.wikimedia.org/wiki/File:Art_In_Paradise,_Pattaya,_Thailand.png",,low-res+extreme-portrait
zaragoza,6,Goya Museum,images/landmarks/zaragoza-goya-museum.webp,775,1600,0.484,141434,https://commons.wikimedia.org/wiki/File:Casa_de_los_Pardo-Museo_Camon_Aznar.jpg,,low-res+extreme-portrait
cork,1,St. Fin Barre's Cathedral,images/landmarks/cork-st-fin-barre-s-cathedral.webp,827,1600,0.517,214468,https://commons.wikimedia.org/wiki/File:02_St_Fin_Barre%27s_Cathedral_Facade.jpg,,extreme-portrait
stuttgart,4,Stiftskirche (Stuttgart Collegiate Church),images/landmarks/stuttgart-stiftskirche.webp,834,1600,0.521,104236,https://commons.wikimedia.org/wiki/File:Stiftskirche_Stuttgart_2010.jpg,,extreme-portrait
bonn,1,Bonn Minster (Bonner Münster),images/landmarks/bonn-bonn-minster.webp,750,1371,0.547,100374,https://en.wikipedia.org/wiki/Bonn_Minster,,low-res+extreme-portrait
puerto-plata,0,Teleférico de Puerto Plata,images/landmarks/plata-teleferico.webp,540,960,0.562,146330,https://commons.wikimedia.org/wiki/File:Telef%C3%A9rico_Puerto_Plata.jpg,Ronny Medina / CC BY 4.0,low-res+extreme-portrait
puerto-plata,1,Pico Isabel de Torres and Christ the Redeemer,images/landmarks/plata-pico-isabel-cristo.webp,540,960,0.562,18652,"https://commons.wikimedia.org/wiki/File:Cristo_Redentor_P._Plata,_DR.jpg",,low-res+extreme-portrait+small-file
bamako,8,Muso Kunda Museum,images/landmarks/bamako-muso-kunda-museum.webp,607,1080,0.562,57734,https://en.wikipedia.org/wiki/Muso_Kunda_Museum_of_Women,,low-res+extreme-portrait
bishkek,5,Panfilov Park,images/landmarks/bishkek-panfilov-park.webp,899,1600,0.562,337766,https://en.wikipedia.org/wiki/Panfilov_Park_(Bishkek),,extreme-portrait
manaus,7,Museu da Amazônia (MUSA),images/landmarks/manaus-museu-da-amazonia-musa.webp,900,1600,0.562,541472,https://commons.wikimedia.org/wiki/File:Visita_ao_Museu_da_Amaz%C3%B4nia_(MUSA)_(54146161452).jpg,,extreme-portrait
shanghai,4,Jin Mao Tower,images/landmarks/shanghai-jin-mao-tower.webp,1200,2131,0.563,320400,https://commons.wikimedia.org/wiki/File:20090426_5223_Shanghai_Jin_Mao_Tower.jpg,Jakub Hałun / CC BY-SA 4.0,extreme-portrait
kermanshah,8,Dowlatshah Mosque,images/landmarks/kermanshah-dowlatshah-mosque.webp,702,1189,0.59,162958,https://en.wikipedia.org/wiki/Mohammad-Ali%20Mirza%20Dowlatshah,,low-res+extreme-portrait
yokohama,0,Yokohama Landmark Tower,images/landmarks/yokohama-landmark-tower.webp,909,1514,0.6,128900,https://commons.wikimedia.org/wiki/File:Yokohama_Landmark_Tower_02_cropped.jpg,,tall-portrait
rouen,1,Gros-Horloge,images/landmarks/rouen-gros-horloge.webp,960,1600,0.6,295750,"https://commons.wikimedia.org/wiki/File:Gros-Horloge,_Rouen,_West_View_140215_2.jpg",,tall-portrait
ulm,3,Schiefes Haus (Crooked House),images/landmarks/ulm-schiefes-haus.webp,960,1600,0.6,256292,https://commons.wikimedia.org/wiki/File:Ulm_Schiefes_Haus_01.jpg,,tall-portrait
paris,0,Eiffel Tower,images/landmarks/paris-eiffel-tower.webp,961,1600,0.601,138636,https://commons.wikimedia.org/wiki/File:Tour_Eiffel_Wikimedia_Commons_(cropped).jpg,,tall-portrait
phitsanulok,1,Wat Ratchaburana,images/landmarks/phitsanulok-wat-ratchaburana.webp,962,1600,0.601,160778,"https://commons.wikimedia.org/wiki/File:Wat_Ratchaburana,_Phitsanulok.jpg",,tall-portrait
bristol,3,St Mary Redcliffe Church,images/landmarks/bristol-st-mary-redcliffe-church.webp,964,1600,0.603,187486,https://en.wikipedia.org/wiki/St_Mary_Redcliffe,,tall-portrait
nelson,0,Christ Church Cathedral,images/landmarks/nelson-christ-church-cathedral.webp,965,1600,0.603,215624,"https://commons.wikimedia.org/wiki/File:Christ_Church_Cathedral,_Nelson,_South_Island,_New_Zealand_05.jpg",,tall-portrait
timbuktu,0,Djinguereber Mosque,images/landmarks/timbuktu-djinguereber-mosque.webp,965,1600,0.603,305442,"https://commons.wikimedia.org/wiki/File:Djinguereber_Mosque,_Timbuktu,_Mali.jpg",,tall-portrait
saint-john-s,1,Redcliffe Quay,images/landmarks/saint-john-s-redcliffe-quay.webp,1200,1991,0.603,278352,https://en.wikipedia.org/wiki/St_Mary_Redcliffe,,tall-portrait
gdansk,9,Oliwa Cathedral,images/landmarks/gdansk-oliwa-cathedral.webp,971,1600,0.607,230216,https://commons.wikimedia.org/wiki/File:Oliwa_Cathedral_Gda%C5%84sk.jpg,,tall-portrait
oxford,6,University Church of St Mary the Virgin,images/landmarks/oxford-university-church-st-mary.webp,971,1600,0.607,274196,"https://commons.wikimedia.org/wiki/File:Tower_of_University_Church_of_St_Mary_the_Virgin,_Oxford.jpg",,tall-portrait
liberia,7,Africa Mia,images/landmarks/liberia-africa-mia.webp,500,822,0.608,64924,https://commons.wikimedia.org/wiki/File:African_Repository_(IA_africanreposito4311amer_1).pdf,,low-res+tall-portrait
san-marino,9,Porta San Francesco,images/landmarks/san-marino-porta-san-francesco.webp,972,1600,0.608,211430,https://commons.wikimedia.org/wiki/File:Porta_San_Francesco_(San_Marino).jpg,,tall-portrait
tabriz,0,Tabriz Grand Bazaar,images/landmarks/tabriz-tabriz-grand-bazaar.webp,973,1600,0.608,385794,https://commons.wikimedia.org/wiki/File:Tabriz_grand_bazaar-interior_view.jpg,,tall-portrait
hobart,9,St David's Cathedral,images/landmarks/hobart-st-david-s-cathedral.webp,977,1600,0.611,201564,https://en.wikipedia.org/wiki/St%20David's%20Cathedral%2C%20Hobart,,tall-portrait
ostrava,2,New City Hall Viewing Tower,images/landmarks/ostrava-new-city-hall-viewing-tower.webp,978,1600,0.611,133238,"https://commons.wikimedia.org/wiki/File:2014_Ostrawa,_Nowy_Ratusz_10.jpg",,tall-portrait
cologne,0,Cologne Cathedral (Kölner Dom),images/landmarks/cologne-cologne-cathedral.webp,985,1600,0.616,311520,https://commons.wikimedia.org/wiki/File:K%C3%B6lner_Dom_-_Westfassade_2022_ohne_Ger%C3%BCst-0968_b.jpg,,tall-portrait
matera,3,Palombaro Lungo,images/landmarks/matera-palombaro-lungo.webp,985,1600,0.616,219578,https://commons.wikimedia.org/wiki/File:%22Palombaro_Lungo%22_ist_die_gr%C3%B6%C3%9Fte_Zisterne_Materas._02.jpg,,tall-portrait
montreal,6,Saint Joseph's Oratory,images/landmarks/montreal-saint-josephs-oratory.webp,985,1600,0.616,258190,https://commons.wikimedia.org/wiki/File:Beside_the_Tombeau_du_frere_Andree.jpg,,tall-portrait
melbourne,4,St Paul's Cathedral,images/landmarks/melbourne-st-pauls-cathedral.webp,986,1600,0.616,160496,https://commons.wikimedia.org/wiki/File:St._Paul's_Cathedral_Tower.jpg,,tall-portrait
nuremberg,5,Memorium Nuremberg Trials (Courtroom 600),images/landmarks/nuremberg-memorium-trials.webp,986,1600,0.616,356396,https://commons.wikimedia.org/wiki/File:Memorium_Nürnberger_Prozesse_-_Blick_in_den_Saal_600.jpg,,tall-portrait
kumasi,6,Rattray Park,images/landmarks/kumasi-rattray-park.webp,803,1302,0.617,81794,https://en.wikipedia.org/wiki/Robert_Sutherland_Rattray,,tall-portrait
belgrade,9,Knez Mihailova Street,images/landmarks/belgrade-knez-mihailova-street.webp,989,1600,0.618,289198,https://en.wikipedia.org/wiki/Knez_Mihailova_Street,,tall-portrait
frankfurt-am-main,2,Frankfurt Cathedral (Kaiserdom St. Bartholomäus),images/landmarks/frankfurt-am-main-cathedral.webp,989,1600,0.618,118030,https://commons.wikimedia.org/wiki/File:Kaiserdom_St._Bartholom%C3%A4us_-_Frankfurt_-_Germany_-_04.jpg,,tall-portrait
tampere,3,Näsinneula Tower,images/landmarks/tampere-nasinneula-tower.webp,989,1600,0.618,55278,https://commons.wikimedia.org/wiki/File:N%C3%A4sinneula_2020.jpg,,tall-portrait
fukuoka,0,Fukuoka Tower,images/landmarks/fukuoka-tower.webp,990,1600,0.619,107046,https://commons.wikimedia.org/wiki/File:Fukuoka_Tower_Before_Sunset.jpg,,tall-portrait
tampere,6,Vapriikki Museum Centre,images/landmarks/tampere-vapriikki-museum-centre.webp,991,1600,0.619,259312,https://commons.wikimedia.org/wiki/File:Museum_Centre_Vapriikki_2.jpg,,tall-portrait
helsinki,7,Helsinki Olympic Stadium Tower,images/landmarks/helsinki-helsinki-olympic-stadium-tower.webp,993,1600,0.621,63840,https://commons.wikimedia.org/wiki/File:Helsinki_Olympic_Stadium_Tower.jpg,,tall-portrait
wroclaw,3,Cathedral of St. John the Baptist,images/landmarks/wroclaw-cathedral-of-st-john-the-baptist.webp,993,1600,0.621,149336,https://commons.wikimedia.org/wiki/File:Wroc%C5%82aw_-_Archikatedra_%C5%9Bw._Jana_Chrzciciela1.jpg,,tall-portrait
phuket,1,Wat Chalong,images/landmarks/phuket-wat-chalong.webp,996,1600,0.623,154778,https://commons.wikimedia.org/wiki/File:Grand_Pagoda_-_Wat_Chalong.jpg,,tall-portrait
valencia,6,Torres de Quart,images/landmarks/valencia-torres-de-quart.webp,996,1600,0.623,367808,"https://commons.wikimedia.org/wiki/File:Torres_de_Cuart,_Valencia,_España,_2014-06-30,_DD_89.JPG",,tall-portrait
mysore,9,Karanji Lake,images/landmarks/mysore-karanji-lake.webp,999,1600,0.624,248322,https://commons.wikimedia.org/wiki/File:Fountain_Karanji_Mysore_Nov23_A7C_08190.jpg,,tall-portrait
rostock,3,Kröpeliner Tor,images/landmarks/rostock-kropeliner-tor.webp,999,1599,0.625,177436,"https://commons.wikimedia.org/wiki/File:Rostock,_Kr%C3%B6peliner_Tor_--_2024_--_5290.jpg",,tall-portrait
colmar,4,Maison des Têtes (House of Heads),images/landmarks/colmar-maison-des-tetes-house-of-heads.webp,1000,1600,0.625,297252,https://commons.wikimedia.org/wiki/File:Maison_des_T%C3%AAtes_2.jpg,,tall-portrait
funchal,4,Zona Velha and Rua de Santa Maria,images/landmarks/funchal-zona-velha.webp,1000,1600,0.625,398256,"https://commons.wikimedia.org/wiki/File:Funchal_(Madeira,_Portugal),_Rua_de_Santa_Maria_1_--_2025_--_0818.jpg",,tall-portrait
vilnius,7,Gate of Dawn,images/landmarks/vilnius-gate-of-dawn.webp,1006,1600,0.629,370716,https://commons.wikimedia.org/wiki/File:Aušros_Vartų_02(js)_Vilnius.jpg,,tall-portrait
ashgabat,1,Independence Monument,images/landmarks/ashgabat-independence-monument.webp,1007,1600,0.629,141042,https://commons.wikimedia.org/wiki/File:Independence_Monument_(27506800337).jpg,,tall-portrait
novi-sad,9,Novi Sad Synagogue,images/landmarks/novi-sad-synagogue.webp,1009,1600,0.631,225664,https://commons.wikimedia.org/wiki/File:Novi_Sad_Synagogue_08.jpg,,tall-portrait
bremen,3,Schnoor Quarter,images/landmarks/bremen-schnoor-quarter.webp,1011,1600,0.632,358240,"https://commons.wikimedia.org/wiki/File:Bremen,_Schnoor_3.jpg",,tall-portrait
pittsburgh,8,Allegheny County Courthouse,images/landmarks/pittsburgh-allegheny-county-courthouse.webp,1012,1600,0.632,234736,https://commons.wikimedia.org/wiki/File:AlleghenyCountyCourthouse.jpg,,tall-portrait
ulm,5,Wiblingen Monastery Library,images/landmarks/ulm-wiblingen-monastery-library.webp,1013,1600,0.633,233000,https://commons.wikimedia.org/wiki/File:Barocke_Klosterbibliothek_Wiblingen._01.jpg,,tall-portrait
turku,1,Turku Cathedral,images/landmarks/turku-turku-cathedral.webp,1015,1600,0.634,242932,https://commons.wikimedia.org/wiki/File:Turku_Cathedral_Turku.jpg,,tall-portrait
surakarta,6,Pasar Triwindu,images/landmarks/surakarta-pasar-triwindu.webp,1016,1600,0.635,254168,https://commons.wikimedia.org/wiki/File:Pasar_Triwindu_Solo_1.jpg,,tall-portrait
dijon,8,Puits de Moïse (Well of Moses),images/landmarks/dijon-puits-de-moise.webp,1017,1600,0.636,268188,https://commons.wikimedia.org/wiki/File:Dijon_-_Puits_de_Mo%C3%AFse_-_01.jpg,,tall-portrait
ponce,2,Plaza Las Delicias,images/landmarks/ponce-plaza-las-delicias.webp,1017,1600,0.636,153250,https://commons.wikimedia.org/wiki/File:Ponce_-_Plaza_Las_Delicias.jpg,,tall-portrait
chamonix-mont-blanc,5,Balmat and Saussure Monument,images/landmarks/chamonix-mont-blanc-balmat-saussure-monument.webp,1019,1600,0.637,259796,https://commons.wikimedia.org/wiki/File:Chamonix-Mont-Blanc_-_Place_Balmat_-_Monument_%C3%A0_Jacques_Balmat_et_Horace_B%C3%A9n%C3%A9dict_de_Saussure_(Jean-Jules_Salmson).jpg,,tall-portrait
tirana,3,Tirana Clock Tower,images/landmarks/tirana-tirana-clock-tower.webp,1020,1600,0.637,216950,https://commons.wikimedia.org/wiki/File:Tirana_-_Clock_Tower_(by_Pudelek).JPG,,tall-portrait
nashville,6,AT&T Building ('Batman Building'),images/landmarks/nashville-att-building-batman-building.webp,527,825,0.639,27452,https://commons.wikimedia.org/wiki/File:333_Commerce_Street_(Batman_Building).jpg,,low-res+tall-portrait
bergen,9,St. Mary's Church (Mariakirken),images/landmarks/bergen-st-marys-church.webp,1023,1600,0.639,252282,"https://en.wikipedia.org/wiki/St_Mary's_Church,_Bergen",,tall-portrait
nuremberg,1,Hauptmarkt with Schöner Brunnen and Frauenkirche,images/landmarks/nuremberg-hauptmarkt.webp,1024,1600,0.64,165038,"https://commons.wikimedia.org/wiki/File:GER_Nürnberg,_Hauptmarkt,_Schöner_Brunnen_0006.jpg",,tall-portrait
sousse,5,Catacombs of the Good Shepherd,images/landmarks/sousse-catacombs-of-the-good-shepherd.webp,1024,1600,0.64,79438,"https://commons.wikimedia.org/wiki/File:Catacombes_chr%C3%A9tiennes,_Sousse,_23_septembre_2013,_(06).jpg",,tall-portrait
velikiy-novgorod,6,Church of the Transfiguration on Ilyina Street,images/landmarks/velikiy-novgorod-church-of-transfiguration.webp,1024,1600,0.64,124026,"https://commons.wikimedia.org/wiki/File:Ilyina_Transfiguration_church,_Novgorod.JPG",,tall-portrait
nelson,4,Nelson Saturday Market,images/landmarks/nelson-nelson-saturday-market.webp,1025,1600,0.641,492816,https://en.wikipedia.org/wiki/Nelson's_Pillar,,tall-portrait
alesund,8,Molja Lighthouse (Molja fyr),images/landmarks/alesund-molja-lighthouse.webp,1026,1600,0.641,245390,https://commons.wikimedia.org/wiki/File:Molja_Leuchtturm_in_Ålesund_01.jpg,,tall-portrait
copenhagen,9,Church of Our Saviour,images/landmarks/copenhagen-church-of-our-saviour.webp,1027,1600,0.642,247278,https://commons.wikimedia.org/wiki/File:Copenhagen_-_Church_of_Our_Saviour_-_2013.jpg,,tall-portrait
jaipur,8,Patrika Gate,images/landmarks/jaipur-patrika-gate.webp,1028,1600,0.642,323660,https://commons.wikimedia.org/wiki/File:Patrika_Gate_Jaipur_Rajasthan.jpg,,tall-portrait
capri,7,Arco Naturale,images/landmarks/capri-arco-naturale.webp,1029,1600,0.643,255594,https://commons.wikimedia.org/w/index.php?search=Arco%20Naturale%20Capri&title=Special:MediaSearch,,tall-portrait
victoria-falls,0,Victoria Falls (Mosi-oa-Tunya),images/landmarks/victoria-falls-mosi-oa-tunya.webp,1029,1600,0.643,408424,"https://commons.wikimedia.org/wiki/File:Cataratas_Victoria,_Zambia-Zimbabue,_2018-07-27,_DD_04.jpg",,tall-portrait
livingstone,0,Victoria Falls (Mosi-oa-Tunya),images/landmarks/livingstone-victoria-falls.webp,1030,1600,0.644,328314,https://en.wikipedia.org/wiki/Victoria_Falls,,tall-portrait
avignon,8,Les Halles d'Avignon,images/landmarks/avignon-les-halles-davignon.webp,1031,1600,0.644,302812,https://commons.wikimedia.org/wiki/File:March%C3%A9%20sur%20la%20place%20Pie%20devant%20les%20Halles%20d%27Avignon.jpg,,tall-portrait
brussels,4,Cathedral of St. Michael and St. Gudula,images/landmarks/brussels-cathedral-of-st-michael-and-st-gudula.webp,1032,1600,0.645,376128,https://en.wikipedia.org/wiki/Cathedral_of_St._Michael_and_St._Gudula,,tall-portrait
montego-bay,4,Hip Strip (Gloucester Avenue),images/landmarks/montego-bay-hip-strip-gloucester-avenue.webp,350,542,0.646,32712,"https://commons.wikimedia.org/wiki/File:Backing_Jah_Lion_at_a_Hip_Strip_venue_in_Montego_Bay,_Jamaica.jpg",,low-res+tall-portrait
tunis,1,Al-Zaytuna Mosque,images/landmarks/tunis-al-zaytuna-mosque.webp,1033,1600,0.646,61918,https://commons.wikimedia.org/wiki/File:Al-Zaytuna_Mosque_Tunis.jpg,,tall-portrait
warsaw,1,Palace of Culture and Science,images/landmarks/warsaw-palace-of-culture-and-science.webp,1033,1600,0.646,243746,https://commons.wikimedia.org/wiki/File:Pa%C5%82ac_Kultury_i_Nauki_2019.jpg,,tall-portrait
bremen,4,Böttcherstraße,images/landmarks/bremen-bottcherstrasse.webp,1034,1600,0.646,226716,https://en.wikipedia.org/wiki/Böttcherstraße,,tall-portrait
dijon,1,Musée des Beaux-Arts de Dijon,images/landmarks/dijon-musee-beaux-arts.webp,1034,1600,0.646,599874,https://commons.wikimedia.org/wiki/File:Dijon_(C%C3%B4te-d%27Or)_-_Mus%C3%A9e_des_Beaux-Arts_-_Porte_du_Palais_de_Justice_(11642844196).jpg,,tall-portrait
istanbul,3,Basilica Cistern,images/landmarks/istanbul-basilica-cistern.webp,1034,1600,0.646,245544,"https://commons.wikimedia.org/wiki/File:Cisterna_Basílica,_Estambul,_Turquía,_2024-09-28,_DD_58-60_HDR.jpg",,tall-portrait
las-palmas-de-gran-canaria,3,Casa de Colón,images/landmarks/las-palmas-de-gran-canaria-casa-de-colon.webp,1035,1600,0.647,221314,https://commons.wikimedia.org/wiki/File:Portal_Casa_de_Colon_01.jpg,,tall-portrait
stuttgart,0,Fernsehturm Stuttgart,images/landmarks/stuttgart-fernsehturm-stuttgart.webp,1036,1600,0.647,252506,https://commons.wikimedia.org/wiki/File:Fernsehturm_Stuttgart.JPG,,tall-portrait
timbuktu,6,Gordon Laing House,images/landmarks/timbuktu-gordon-laing-house.webp,1036,1600,0.647,350292,https://commons.wikimedia.org/wiki/File:Gordon_Laing_House.jpg,,tall-portrait
whistler,4,Squamish Lil'wat Cultural Centre,images/landmarks/whistler-squamish-lil-wat-cultural-centre.webp,1037,1600,0.648,109914,https://commons.wikimedia.org/wiki/File:Squamish_Lilwat_Carving_(8050763160).jpg,,tall-portrait
bristol,5,"Cabot Tower, Brandon Hill",images/landmarks/bristol-cabot-tower-brandon-hill.webp,600,925,0.649,67706,"https://en.wikipedia.org/wiki/Cabot_Tower,_Bristol",,low-res+tall-portrait
zagreb,4,Museum of Broken Relationships,images/landmarks/zagreb-museum-of-broken-relationships.webp,800,1232,0.649,103492,https://commons.wikimedia.org/wiki/File:Museum_of_Broken_Relationships_Zagreb_2012.jpg,,tall-portrait
hamadan,9,Qorban Tower (Borj-e Qorban),images/landmarks/hamadan-qorban-tower.webp,666,1024,0.65,133118,https://commons.wikimedia.org/wiki/File:Hamadan_-_Borj-e_Qorban.jpg,,low-res+tall-portrait
basel,1,Basel Rathaus (Town Hall),images/landmarks/basel-rathaus-town-hall.webp,1043,1600,0.652,201638,https://en.wikipedia.org/wiki/Basel_Town_Hall,,tall-portrait
pamplona,4,Calle Estafeta,images/landmarks/pamplona-calle-estafeta.webp,1043,1600,0.652,179992,"https://commons.wikimedia.org/wiki/File:Carrer_de_l%27Estafeta,_Pamplona.JPG",,tall-portrait
mandalay,5,Shwenandaw Monastery (Golden Palace Monastery),images/landmarks/mandalay-shwenandaw-monastery.webp,1044,1600,0.652,239036,https://commons.wikimedia.org/wiki/File:Mandalay-Shwenandaw-26-gje.jpg,,tall-portrait
tokyo,0,Tokyo Skytree,images/landmarks/tokyo-tokyo-skytree.webp,1044,1600,0.652,104184,https://commons.wikimedia.org/wiki/File:Tokyo_Skytree_2014_Ⅲ.jpg,,tall-portrait
trincomalee,9,Trincomalee Harbour,images/landmarks/trincomalee-trincomalee-harbour.webp,1280,1961,0.653,59822,https://en.wikipedia.org/wiki/1985%20Trincomalee%20massacres,,tall-portrait
san-francisco,2,Fisherman's Wharf,images/landmarks/san-francisco-fishermans-wharf.webp,1009,1543,0.654,177352,https://commons.wikimedia.org/wiki/File:Fishermans_Wharf_Sign%2C_SF%2C_CA%2C_jjron_25.03.2012.jpg,,tall-portrait
riyadh,9,Riyadh Zoo,images/landmarks/riyadh-riyadh-zoo.webp,1280,1956,0.654,23352,https://en.wikipedia.org/wiki/Riyadh%20Season,,tall-portrait+small-file
colmar,2,Maison Pfister,images/landmarks/colmar-maison-pfister.webp,1048,1600,0.655,248480,https://commons.wikimedia.org/wiki/File:Maison_Pfister_Colmar_2011-04.jpg,,tall-portrait
alanya,1,Kizil Kule (Red Tower),images/landmarks/alanya-kizil-kule-red-tower.webp,1049,1600,0.656,375232,https://commons.wikimedia.org/wiki/File:Alanya_Red_Tower_2.jpg,,tall-portrait
fes,7,Nejjarine Fountain and Museum of Wooden Arts,images/landmarks/fes-nejjarine-fountain.webp,1049,1600,0.656,164330,https://commons.wikimedia.org/wiki/File:Fes_Caravanserai1(js).jpg,,tall-portrait
saipan,3,Suicide Cliff,images/landmarks/saipan-suicide-cliff.webp,1049,1600,0.656,203570,https://commons.wikimedia.org/wiki/File:SUICIDE_CLIFF.jpg,,tall-portrait
nassau,7,Rawson Square,images/landmarks/nassau-rawson-square.webp,1050,1600,0.656,97136,"https://commons.wikimedia.org/wiki/File:Bahamas_1988_(194)_New_Providence_Rawson_Square,_Nassau_(23819688282).jpg",,tall-portrait
bandung,8,Taman Hutan Raya Ir. H. Djuanda,images/landmarks/bandung-taman-hutan-raya-ir-h-djuanda.webp,320,487,0.657,55878,https://en.wikipedia.org/wiki/Djuanda%20Forest%20Park,,low-res+tall-portrait
mbabane,3,Mantenga Nature Reserve & Falls,images/landmarks/mbabane-mantenga-nature-reserve-falls.webp,1051,1600,0.657,202930,https://commons.wikimedia.org/wiki/File:Mantenga_Falls.jpg,,tall-portrait
phu-quoc,2,Long Beach (Bai Truong),images/landmarks/phu-quoc-long-beach-bai-truong.webp,1051,1600,0.657,238388,"https://commons.wikimedia.org/wiki/File:Bai_Truong_(Long_Beach)_Ph%C3%BA_Qu%E1%BB%91c,_Vietnam_(3859473907).jpg",,tall-portrait
torshavn,4,Nordic House (Norðurlandahúsið),images/landmarks/torshavn-nordic-house.webp,1052,1600,0.657,212932,"https://commons.wikimedia.org/wiki/File:Nordic_house,_faroe_islands_(2).jpg",,tall-portrait
mashhad,0,Imam Reza Holy Shrine,images/landmarks/mashhad-imam-reza-holy-shrine.webp,1053,1600,0.658,242416,https://commons.wikimedia.org/wiki/File:%D8%B5%D8%AD%D9%86_%D8%A7%DB%8C%D9%88%D8%A7%D9%86_%D8%B7%D9%84%D8%A7_%D9%88_%D8%B3%D9%82%D8%A7%D8%AE%D8%A7%D9%86%D9%87.jpg,,tall-portrait
cardiff,8,Victorian and Edwardian Arcades,images/landmarks/cardiff-victorian-edwardian-arcades.webp,1054,1600,0.659,74332,https://commons.wikimedia.org/wiki/File:City_of_Arcades_Cardiff.jpg,,tall-portrait
riga,8,Riga TV Tower,images/landmarks/riga-riga-tv-tower.webp,1055,1600,0.659,218810,https://commons.wikimedia.org/wiki/File:Riga_TV_tower_2020-03_view_from_south.jpg,,tall-portrait
sibiu,2,Council Tower (Turnul Sfatului),images/landmarks/sibiu-council-tower.webp,1055,1600,0.659,175516,https://commons.wikimedia.org/wiki/File:RO_SB_Council_tower.jpg,,tall-portrait
willemstad,3,Fort Amsterdam,images/landmarks/willemstad-fort-amsterdam.webp,1055,1600,0.659,139546,"https://commons.wikimedia.org/wiki/File:Fort_Amsterdam_in_Willemstad_Cura%C3%A7aoLandschap,_Bestanddeelnr_254-6242.jpg",,tall-portrait
bangui,6,Boganda National Museum,images/landmarks/bangui-boganda-national-museum.webp,969,1469,0.66,690992,https://en.wikipedia.org/wiki/Barth%C3%A9lemy_Boganda,,tall-portrait
harar,5,Gidir Magala Market,images/landmarks/harar-gidir-magala-market.webp,1056,1600,0.66,117744,"https://commons.wikimedia.org/wiki/File:Market,_Harar,_Ethiopia_(2751051477).jpg",,tall-portrait
rhodes,6,Suleiman Mosque,images/landmarks/rhodes-suleiman-mosque.webp,1056,1600,0.66,98452,https://commons.wikimedia.org/wiki/File:Suleiman_Mosque_(Rhodes)_02.jpg,,tall-portrait
axum,5,Ezana Stone,images/landmarks/axum-ezana-stone.webp,1057,1600,0.661,260992,https://commons.wikimedia.org/wiki/File:The%20Ezana%20Stone%20%282840202630%29.jpg,,tall-portrait
lamu,1,Lamu Fort,images/landmarks/lamu-lamu-fort.webp,1057,1600,0.661,84730,https://commons.wikimedia.org/wiki/File:LamuFort.jpg,,tall-portrait
prague,4,St. Vitus Cathedral,images/landmarks/prague-st-vitus-cathedral.webp,1057,1600,0.661,206568,"https://commons.wikimedia.org/wiki/File:20190816_The_Golden_Portal,_St._Vitus_Cathedral,_Prague,_1339_5272.jpg",,tall-portrait
delhi,2,Qutub Minar,images/landmarks/delhi-qutub-minar.webp,1058,1600,0.661,124226,https://commons.wikimedia.org/wiki/File:Qutb_Minar_2022.jpg,,tall-portrait
n-djamena,4,Cathédrale Notre-Dame de N'Djaména,images/landmarks/ndjamena-cathedrale-notre-dame.webp,1058,1600,0.661,306278,"https://commons.wikimedia.org/wiki/File:ASC_Leiden_-_NSAG_-_van_Es_7_-_019_-_La_cath%C3%A9drale_moderne_avec_une_arche_pointue_-_N%27Djam%C3%A9na,_Tchad_-_7_janvier_1962.tif",,tall-portrait
accra,3,Jamestown Lighthouse,images/landmarks/accra-jamestown-lighthouse.webp,1059,1600,0.662,90246,https://commons.wikimedia.org/wiki/File:James_town_2.jpg,,tall-portrait
biarritz,3,Biarritz Lighthouse (Phare de Biarritz),images/landmarks/biarritz-lighthouse.webp,1059,1600,0.662,148786,https://commons.wikimedia.org/wiki/File:Phare_de_Biarritz_2022.jpg,,tall-portrait
kamakura,9,Enoshima Island and the Enoden Railway,images/landmarks/kamakura-enoshima-island.webp,1059,1600,0.662,360964,https://commons.wikimedia.org/wiki/File:Shopping_Street_on_Enoshima_Island_and_Bridges_20130809.jpg,,tall-portrait
leipzig,9,Leipzig Baumwollspinnerei,images/landmarks/leipzig-baumwollspinnerei.webp,1059,1600,0.662,162640,https://en.wikipedia.org/wiki/Leipziger_Baumwollspinnerei,,tall-portrait
murree,4,Holy Trinity Church,images/landmarks/murree-holy-trinity-church.webp,1059,1600,0.662,227432,https://commons.wikimedia.org/wiki/File:Holy_Trinity_Church_in_Murree_view.jpg,,tall-portrait
nuremberg,4,Documentation Center Nazi Party Rally Grounds,images/landmarks/nuremberg-documentation-center.webp,1059,1600,0.662,119816,https://commons.wikimedia.org/wiki/File:Dokumentationszentrum_Reichsparteitagsgelände2.jpg,,tall-portrait
